,movie_cnt,movie_title,age,reviews,sent_number
5391,508번,Brave,7,This is a very action packed Pixar film  I love the graphics the animation and just everything,2
5392,508번,Brave,7,Lots of violence and inappropriate scenes  Also I found that the movie gets a little boring near the end,2
5393,508번,Brave,7,i havent seen it and dont want to since a lot of pixar fans said it wasnt  all that good,1
5394,508번,Brave,7,I am 7 years old and I love this movie   But it was a little scary because of the scary bear   But over all I liked it a lot,3
7040,582번,Cars 2,3,anyone who is saying this is a bad movie and not for kids is DEAD WRONG  My brother is 6 YEARS OLD and he absolutely adored it it not only shows very good graphics and was well put together but it ALSO shows that nothing should get in the way of friendship  there was absolutely NO extreme violence NO cars being Tortured NO glorifying guns and NO UPFRONT DEATH sure it implies in the beginning that they found an agent and squashed him and yes HE died if thats what even happens to cars but no one under the age of 7 could possibly understand what happened in that scene Honestly from seeing the commercials i thought itd be a horrible movie but it was great I was surprised theres nothing that could be considered real violence unless you count missiles that are poorly aimed and simply shake them in the opposite direction violence  i dont understand what people are saying about it being not for kids  i mean sure theirs some adult humor but children dont understand it and its for the purpose of making the movie fun for EVERYONE Come on sure it has some intense scenes but unless you parents TELL your 47 year old Oh their about to die that things gonna crush them  Oh look they lied  Oh look he did something stupid  then they arent gonna say a THING  in fact they just might like it so parents dont influence your childs view on movies just because you think its inappropriate  let them make up their minds  Im here to tell you just because a person writes a long review doesnt mean that thats what youre going to think of the movie see for yourself,18
7041,582번,Cars 2,3,Cars 2 does deserve a PG rating based on the violence but I have no clue what made all the other reviewers deside that kids should not see this movie   Even though there is a scene of what I consider torture to a car and cars motors being overheated that does not make a movie horrible it makes it innappropriate   Cars 2 in my opinion was an excellent film and I reccomend it to families but be prepared for some violence   I will agree that it does seem like a tamed James Bond movie but overall a hilarious great Pixar film,4
7042,582번,Cars 2,3,Great for 710 year olds who want to see movies with violence,1
7043,582번,Cars 2,3,I think this movie wasnt a true creation of PIXAR I read the reviews on here and I see everyone hating this movie and calling it the The first terrible PIXAR movie  Yes it is more violent and the story is confusingin my opinion But this probably isnt PIXARS fault  My theory is that Disney maybe rushed PIXAR into making this movie since the recent gross revenue of Toy Story 3 was over 1 billion and became one of the most successful kids movies of the decade  Which possibly means Disney wants PIXAR to make sequels of their successful movies because they think that will make them more money so what ruined PIXAR you ask It was probably money,5
7044,582번,Cars 2,3,HAAHAHA Great for kids any age  Take my word for it This movie is so funny It is a suggestion and recommendation,5
7045,582번,Cars 2,3,i think that Cars 2 is an absoletly a good movie for every age to see and it is very funny so i think you should watch it with anyone,1
7046,582번,Cars 2,3,I was honestly dissapointed with the secod movie of the orignal cars  Cars the original was funny and a great family movie  But i was shocked at all the gun fights and killing of cars in this movie  And it wasnt as funny enjoyable and definetly not as kid friendly as the first     Bottom line very dissapointing this movie should have a PG rateing,4
7047,582번,Cars 2,3,I took my 4 year old son to watch Cars 2 over the weekend  It was his first movie theater experience and we have been counting down the days for months for this movie to come out  Unfortunately I was really disappointed by how much violence and inappropriate banter and language there was within the film  My son plugged his ears throughout various fighting scenes and was very aware that Lightning McQueen was trying to get killed in the movie  I am stunned that this movie is rated G  Honestly if I had known there was so much violence in the film I would have passed  Sadly this feature is NOTHING like the first Cars  So disappointed,7
7048,582번,Cars 2,3,You see I think some parents are exaggerating about the violence although there is a lot my older sister and I were a little shocked when we found out some cars were actully killed,1
7049,582번,Cars 2,3,Honestly we took our three year old to see this and it was not appropriate in the least   In fact my child tried to emulate the gun violence immediately when we got home      and this was a new behavior for him   Its as if the movie explicitly taught him how to do it     not that he wouldnt have learned it at some other point but little did I know he was learn it today,3
